polygon|landuse|runway|0x0e||20
polygon|leisure|common|0x0d||24
polygon|leisure|garden|0x4e||22
polygon|leisure|golf_course|0x18||22
polygon|leisure|marina|0x09||22
polygon|leisure|nature_reserve|0x16||20
polygon|leisure|park|0x17||22
polygon|leisure|pitch|0x19||22
polygon|leisure|sports_center|0x19||22
polygon|leisure|sports_centre|0x19||22
polygon|leisure|stadium|0x19||22
polygon|leisure|track|0x19||22
polygon|leisure|water_park|0x09||22
polygon|military|airfield|0x04||22
polygon|military|barracks|0x04||22
polygon|military|danger_area|0x04||22
polygon|military|range|0x04||22
polygon|natural|lake|0x3c||14
polygon|natural|marsh|0x51||22
polygon|natural|mud|0x51||22
polygon|natural|scrub|0x4f||22
polygon|natural|scree|0x4f||22
polygon|natural|water|0x3c||14
polygon|natural|wood|0x50||20
polygon|sport|pitch|0x19||22
polygon|sport|tennis|0x19||22
polygon|sport|soccer|0x19||22
polygon|sport|football|0x19||22
polygon|sport|horse_racing|0x19||22
polygon|sport|golf|0x18||22
polygon|sport|model_aerodrome|0x0e||22
polygon|tourism|zoo|0x17||22
polygon|waterway|riverbank|0x3c||14
polygon|man-made|wastewater_plant|0x3c||22
polygon|man-made|pool|0x3c||22
polyline|aeroway|runway|0x27||18
polyline|aeroway|taxiway|0x07||22
polyline|aerialway|cable_car|0x14||24
polyline|aerialway|chair_lift|0x14||24
polyline|aerialway|drag_lift|0x14||24
polyline|boundary|administrative|0x1d||20
polyline|boundary|national|0x1e||10
polyline|boundary|political|0x1c||10
polyline|highway|bridleway|0x16||24
polyline|highway|byway|0x16||24
polyline|highway|cycleway|0x16||24
polyline|highway|footway|0x16||24
polyline|highway|living_street|0x06||20
polyline|highway|minor|0x06||20
polyline|highway|motorway|0x01||10
polyline|highway|motorway_link|0x01||10
polyline|highway|pedestrian|0x06||24
polyline|highway|primary|0x03||18
polyline|highway|primary_link|0x03||18
polyline|highway|residential|0x06||22
polyline|highway|secondary|0x04||18
polyline|highway|service|0x07||22
polyline|highway|steps|0x16||24
polyline|highway|tertiary|0x05||18
polyline|highway|track|0x0a||22
polyline|highway|trunk|0x02||14
polyline|highway|trunk_link|0x02||14
polyline|highway|unclassified|0x06||22
polyline|highway|unsurfaced|0x0a||22
polyline|natural|coastline|0x15||10
polyline|power|line|0x29||24
polyline|railway|light_rail|0x14||22
polyline|railway|rail|0x14||20
polyline|railway|subway|0x14||24
polyline|railway|tram|0x14||24
polyline|railway|narrow_gauge|0x14||24
polyline|route|ferry|0x1a||20
polyline|waterway|canal|0x1f||22
polyline|waterway|drain|0x18||22
polyline|waterway|river|0x1f||10
polyline|waterway|stream|0x18||22

